City,crime,Age_Group,Gender,2023,2024
Agra,CYBERCRIME,30-39,M,0.11199032993308589,0.27618806198786955
Agra,CYBERCRIME,30-39,X,0.0,0.0
Agra,CYBERCRIME,40-49,F,0.5297106077100701,0.9724894831253638
Agra,CYBERCRIME,40-49,M,0.21897526746469337,0.35618533173291556
Agra,CYBERCRIME,40-49,X,0.0,0.0
Agra,CYBERCRIME,50-59,F,0.37537401798712633,0.9040608306901765
Agra,CYBERCRIME,50-59,M,0.1801169179096528,0.441979349624415
Agra,CYBERCRIME,50-59,X,0.0,0.0
Agra,CYBERCRIME,60-69,F,0.15402814526731246,0.9290518683925046
Agra,CYBERCRIME,60-69,M,0.07216929855330556,0.3700861088425418
Agra,CYBERCRIME,60-69,X,0.0,0.0
Agra,CYBERCRIME,70-79,F,0.43043791007914994,0.46223908304627515
Agra,CYBERCRIME,70-79,M,0.21051907521632396,0.1857730498254434
Agra,CYBERCRIME,70-79,X,0.0,0.0
Agra,DOMESTIC VIOLENCE,10-19,F,0.24572952985235713,0.6388591874945817
Agra,DOMESTIC VIOLENCE,10-19,M,0.10488459736964113,0.24048849015617846
Agra,DOMESTIC VIOLENCE,10-19,X,0.0,0.0
Agra,DOMESTIC VIOLENCE,20-29,F,0.3181273500451552,0.8567767473373409
Agra,DOMESTIC VIOLENCE,20-29,M,0.12094729707578522,0.3337078193744854
Agra,DOMESTIC VIOLENCE,20-29,X,0.0,0.0
Agra,DOMESTIC VIOLENCE,30-39,F,0.17432902443989423,0.3576588679074203
Agra,DOMESTIC VIOLENCE,30-39,M,0.09184270156596036,0.15303565368901434
Agra,DOMESTIC VIOLENCE,30-39,X,0.0,0.0
Agra,DOMESTIC VIOLENCE,40-49,F,0.3772836454575493,0.5837245367473168
Agra,DOMESTIC VIOLENCE,40-49,M,0.16153261426196402,0.20888644235835543
Agra,DOMESTIC VIOLENCE,40-49,X,0.0,0.0
Agra,DOMESTIC VIOLENCE,50-59,F,0.33600198453284175,0.5314581909665755
Agra,DOMESTIC VIOLENCE,50-59,M,0.15642888276010036,0.2516514656537995
Agra,DOMESTIC VIOLENCE,50-59,X,0.0,0.0
Agra,DOMESTIC VIOLENCE,60-69,F,0.13175844615304463,0.5573370585625086
Agra,DOMESTIC VIOLENCE,60-69,M,0.0595502429425538,0.21864885157964345
Agra,DOMESTIC VIOLENCE,60-69,X,0.0,0.0
Agra,DOMESTIC VIOLENCE,70-79,F,0.31893591851642616,0.2631601202199608
Agra,DOMESTIC VIOLENCE,70-79,M,0.15673914705339909,0.10388953599709952
Agra,DOMESTIC VIOLENCE,70-79,X,0.0,0.0
Agra,DRUG OFFENSE,10-19,F,0.34058270291545434,0.8263708828686532
Agra,DRUG OFFENSE,10-19,M,0.145172124961213,0.3269814121446301
Agra,DRUG OFFENSE,10-19,X,0.0,0.0
Agra,DRUG OFFENSE,20-29,F,0.5182405499861343,1.1163414587590115
Agra,DRUG OFFENSE,20-29,M,0.1947039188806402,0.47588548784234397
Agra,DRUG OFFENSE,20-29,X,0.0,0.0
Agra,DRUG OFFENSE,30-39,F,0.252236013854482,0.515820994933795
Agra,DRUG OFFENSE,30-39,M,0.13740064343155767,0.23084910330690953
Agra,DRUG OFFENSE,30-39,X,0.0,0.0
Agra,DRUG OFFENSE,40-49,F,0.6024874792834658,0.7743786216762394
Agra,DRUG OFFENSE,40-49,M,0.2550690646824503,0.28871827786754145
Agra,DRUG OFFENSE,40-49,X,0.0,0.0
Agra,DRUG OFFENSE,50-59,F,0.4795628134829775,0.7397814658686156
Agra,DRUG OFFENSE,50-59,M,0.22783318069993047,0.37625970253815394
Agra,DRUG OFFENSE,50-59,X,0.0,0.0
Agra,DRUG OFFENSE,60-69,F,0.1909594222735104,0.7428477355986829
Agra,DRUG OFFENSE,60-69,M,0.08852066648792754,0.30113579454077444
Agra,DRUG OFFENSE,60-69,X,0.0,0.0
Agra,DRUG OFFENSE,70-79,F,0.4995550345037648,0.37516198512828447
Agra,DRUG OFFENSE,70-79,M,0.24701215754767208,0.15176222291482908
Agra,DRUG OFFENSE,70-79,X,0.0,0.0
Agra,EXTORTION,10-19,F,0.38811967249380736,0.9374535753509592
Agra,EXTORTION,10-19,M,0.16541977392822457,0.3690097793585705
Agra,EXTORTION,10-19,X,0.0,0.0
Agra,EXTORTION,20-29,F,0.5668825367955498,1.2629610061194447
Agra,EXTORTION,20-29,M,0.21305520053311583,0.5333963395489426
Agra,EXTORTION,20-29,X,0.0,0.0
Agra,EXTORTION,30-39,F,0.2837680903234636,0.5837980563502626
Agra,EXTORTION,30-39,M,0.15283160706205182,0.25969256130196194
Agra,EXTORTION,30-39,X,0.0,0.0
Agra,EXTORTION,40-49,F,0.6613234670850883,0.8828347690661281
Agra,EXTORTION,40-49,M,0.28005479597970495,0.32724807510651377
Agra,EXTORTION,40-49,X,0.0,0.0
Agra,EXTORTION,50-59,F,0.5424166599348039,0.8357801449307549
Agra,EXTORTION,50-59,M,0.2557347224433655,0.4200680420081445
Agra,EXTORTION,50-59,X,0.0,0.0
Agra,EXTORTION,60-69,F,0.21545231293970724,0.8453024132636382
Agra,EXTORTION,60-69,M,0.09889458806835374,0.34048100327859426
Agra,EXTORTION,60-69,X,0.0,0.0
Agra,EXTORTION,70-79,F,0.5512929166018308,0.42579358088546687
Agra,EXTORTION,70-79,M,0.2712094801860851,0.17189441189924515
Agra,EXTORTION,70-79,X,0.0,0.0
Agra,FIREARM OFFENSE,10-19,F,0.27125029321483274,0.6681860790204868
Agra,FIREARM OFFENSE,10-19,M,0.11558807937725488,0.26580279786593336
Agra,FIREARM OFFENSE,10-19,X,0.0,0.0
Agra,FIREARM OFFENSE,20-29,F,0.40708311471914904,0.8985692925787098
Agra,FIREARM OFFENSE,20-29,M,0.15292841074936286,0.3857330801659587
Agra,FIREARM OFFENSE,20-29,X,0.0,0.0
Agra,FIREARM OFFENSE,30-39,F,0.20004213915443006,0.4250382337511816
Agra,FIREARM OFFENSE,30-39,M,0.10848850688414935,0.19008886844437992
Agra,FIREARM OFFENSE,30-39,X,0.0,0.0
Agra,FIREARM OFFENSE,40-49,F,0.47348850567377415,0.6349581906588454
Agra,FIREARM OFFENSE,40-49,M,0.2004510777849691,0.23697338913754043
Agra,FIREARM OFFENSE,40-49,X,0.0,0.0
Agra,FIREARM OFFENSE,50-59,F,0.38132712989595685,0.6089080182107711
Agra,FIREARM OFFENSE,50-59,M,0.1805623194227298,0.30746996383886344
Agra,FIREARM OFFENSE,50-59,X,0.0,0.0
Agra,FIREARM OFFENSE,60-69,F,0.1519068831256472,0.6106081231722771
Agra,FIREARM OFFENSE,60-69,M,0.07010090731146428,0.24686861642949748
Agra,FIREARM OFFENSE,60-69,X,0.0,0.0
Agra,FIREARM OFFENSE,70-79,F,0.39386109597987273,0.30840502817884863
Agra,FIREARM OFFENSE,70-79,M,0.19427594497056705,0.12516213956873973
Agra,FIREARM OFFENSE,70-79,X,0.0,0.0
Agra,FRAUD,10-19,F,0.30778341442952384,0.9491085567323164
Agra,FRAUD,10-19,M,0.13043929516335823,0.36959822153810457
Agra,FRAUD,10-19,X,0.0,0.0
Agra,FRAUD,20-29,F,0.5074450606093717,1.2771215959072824
Agra,FRAUD,20-29,M,0.18897950626039905,0.5289752626867248
Agra,FRAUD,20-29,X,0.0,0.0
Agra,FRAUD,30-39,F,0.235906134301819,0.5729414565264591
Agra,FRAUD,30-39,M,0.12969328126682267,0.25257613424869885
Agra,FRAUD,30-39,X,0.0,0.0
Agra,FRAUD,40-49,F,0.5832765503278156,0.8852308901436292
Agra,FRAUD,40-49,M,0.2449545032341392,0.3254657008729445
Agra,FRAUD,40-49,X,0.0,0.0
Agra,FRAUD,50-59,F,0.444181337460567,0.8345050180368137
Agra,FRAUD,50-59,M,0.21168395276551344,0.41333347410341487
Agra,FRAUD,50-59,X,0.0,0.0
Agra,FRAUD,60-69,F,0.18003873026825742,0.8492104814613575
Agra,FRAUD,60-69,M,0.08370032713552364,0.33999192533367606
Agra,FRAUD,60-69,X,0.0,0.0
Agra,FRAUD,70-79,F,0.48166849455453203,0.4173480073610941
Agra,FRAUD,70-79,M,0.23733632342383437,0.1675905017625718
Agra,FRAUD,70-79,X,0.0,0.0
Agra,HOMICIDE,10-19,F,0.2531135113915014,0.8689589566505009
Agra,HOMICIDE,10-19,M,0.10750489062322047,0.3374231286651184
Agra,HOMICIDE,10-19,X,0.0,0.0
Agra,HOMICIDE,20-29,F,0.4172033398172895,1.1656648340265878
Agra,HOMICIDE,20-29,M,0.1543926128507433,0.479003014099331
Agra,HOMICIDE,20-29,X,0.0,0.0
Agra,HOMICIDE,30-39,F,0.19150937447363456,0.5262628282265981
Agra,HOMICIDE,30-39,M,0.10493059906148393,0.23062767195836462
Agra,HOMICIDE,30-39,X,0.0,0.0
Agra,HOMICIDE,40-49,F,0.4795482995966871,0.8164685208948583
Agra,HOMICIDE,40-49,M,0.19994752097016097,0.298937245678286
Agra,HOMICIDE,40-49,X,0.0,0.0
Agra,HOMICIDE,50-59,F,0.3620419806087717,0.763046142947257
Agra,HOMICIDE,50-59,M,0.17232136845166415,0.37288300940404784
Agra,HOMICIDE,50-59,X,0.0,0.0
Agra,HOMICIDE,60-69,F,0.14584097119063008,0.7819020022012141
Agra,HOMICIDE,60-69,M,0.06771396919026282,0.31135600765158417
Agra,HOMICIDE,60-69,X,0.0,0.0
Agra,HOMICIDE,70-79,F,0.3928978431597667,0.38467070151708926
Agra,HOMICIDE,70-79,M,0.19236565354307728,0.15443930527700767
Agra,HOMICIDE,70-79,X,0.0,0.0
Agra,IDENTITY THEFT,10-19,F,0.16681492104793483,0.6683806386520985
Agra,IDENTITY THEFT,10-19,M,0.07246068442102474,0.2541191112347309
Agra,IDENTITY THEFT,10-19,X,0.0,0.0
Agra,IDENTITY THEFT,20-29,F,0.2148140027809224,0.889210388600151
Agra,IDENTITY THEFT,20-29,M,0.07815494332490891,0.3494842682630208
Agra,IDENTITY THEFT,20-29,X,0.0,0.0
Agra,IDENTITY THEFT,30-39,F,0.1072071947732304,0.3932966113474995
Agra,IDENTITY THEFT,30-39,M,0.05532461422794813,0.1678583669227051
Agra,IDENTITY THEFT,30-39,X,0.0,0.0
Agra,IDENTITY THEFT,40-49,F,0.2560679728762998,0.6320978876010542
Agra,IDENTITY THEFT,40-49,M,0.10428243512758065,0.22670517189988926
Agra,IDENTITY THEFT,40-49,X,0.0,0.0
Agra,IDENTITY THEFT,50-59,F,0.21286121069082184,0.5735421355072156
Agra,IDENTITY THEFT,50-59,M,0.09894440240250191,0.2661664336692522
Agra,IDENTITY THEFT,50-59,X,0.0,0.0
Agra,IDENTITY THEFT,60-69,F,0.07859228742308352,0.6030534808802137
Agra,IDENTITY THEFT,60-69,M,0.03551665379789166,0.2351715712443465
Agra,IDENTITY THEFT,60-69,X,0.0,0.0
Agra,IDENTITY THEFT,70-79,F,0.2022259390102235,0.29003725092201993
Agra,IDENTITY THEFT,70-79,M,0.09537524350296112,0.1155242624489178
Agra,IDENTITY THEFT,70-79,X,0.0,0.0
Agra,ILLEGAL POSSESSION,10-19,F,0.25749260837106713,0.8956233099067119
Agra,ILLEGAL POSSESSION,10-19,M,0.10845506982287409,0.3405023797982099
Agra,ILLEGAL POSSESSION,10-19,X,0.0,0.0
Agra,ILLEGAL POSSESSION,20-29,F,0.4513189898782732,1.2056466808181248
Agra,ILLEGAL POSSESSION,20-29,M,0.16955304603907181,0.47964105993206585
Agra,ILLEGAL POSSESSION,20-29,X,0.0,0.0
Agra,ILLEGAL POSSESSION,30-39,F,0.20667068671595717,0.5103330666070175
Agra,ILLEGAL POSSESSION,30-39,M,0.11569364521328111,0.22142035309106772
Agra,ILLEGAL POSSESSION,30-39,X,0.0,0.0
Agra,ILLEGAL POSSESSION,40-49,F,0.5148257526611737,0.8155666347403379
Agra,ILLEGAL POSSESSION,40-49,M,0.21854866495297706,0.29478045211675225
Agra,ILLEGAL POSSESSION,40-49,X,0.0,0.0
Agra,ILLEGAL POSSESSION,50-59,F,0.38444888838649505,0.7510276119389871
Agra,ILLEGAL POSSESSION,50-59,M,0.1848643318838924,0.36512276815163786
Agra,ILLEGAL POSSESSION,50-59,X,0.0,0.0
Agra,ILLEGAL POSSESSION,60-69,F,0.1592347326161795,0.7790470156454359
Agra,ILLEGAL POSSESSION,60-69,M,0.0747334306409373,0.30881921535313905
Agra,ILLEGAL POSSESSION,60-69,X,0.0,0.0
Agra,ILLEGAL POSSESSION,70-79,F,0.43049715799894356,0.3746651363300718
Agra,ILLEGAL POSSESSION,70-79,M,0.21496095510024896,0.14856756258353263
Agra,ILLEGAL POSSESSION,70-79,X,0.0,0.0
Agra,KIDNAPPING,10-19,F,0.4252977304804494,1.1124087985087878
Agra,KIDNAPPING,10-19,M,0.18103642394201708,0.442528621583435
Agra,KIDNAPPING,10-19,X,0.0,0.0
Agra,KIDNAPPING,20-29,F,0.6499527969554724,1.4974440748440427
Agra,KIDNAPPING,20-29,M,0.2418313885868195,0.6432576006001074
Agra,KIDNAPPING,20-29,X,0.0,0.0
Agra,KIDNAPPING,30-39,F,0.31393125847406467,0.7099065454499843
Agra,KIDNAPPING,30-39,M,0.1696484697188341,0.3175382134630348
Agra,KIDNAPPING,30-39,X,0.0,0.0
Agra,KIDNAPPING,40-49,F,0.7545178464891562,1.0593197771522425
Agra,KIDNAPPING,40-49,M,0.31620149045022594,0.39535129055313306
Agra,KIDNAPPING,40-49,X,0.0,0.0
Agra,KIDNAPPING,50-59,F,0.5970626535047636,1.0138093530579917
Agra,KIDNAPPING,50-59,M,0.2820981362749274,0.5123144833784139
Agra,KIDNAPPING,50-59,X,0.0,0.0
Agra,KIDNAPPING,60-69,F,0.23766315263520704,1.016948517041579
Agra,KIDNAPPING,60-69,M,0.10942683970284073,0.4110633514940925
Agra,KIDNAPPING,60-69,X,0.0,0.0
Agra,KIDNAPPING,70-79,F,0.6210547412755154,0.5157027429959491
Agra,KIDNAPPING,70-79,M,0.3038454108575459,0.20926106865894403
Agra,KIDNAPPING,70-79,X,0.0,0.0
Agra,PUBLIC INTOXICATION,10-19,F,0.3158136921718213,0.5702568580537166
Agra,PUBLIC INTOXICATION,10-19,M,0.13430367251772266,0.233051797564449
Agra,PUBLIC INTOXICATION,10-19,X,0.0,0.0
Agra,PUBLIC INTOXICATION,20-29,F,0.4588599059754631,0.7726392972471836
Agra,PUBLIC INTOXICATION,20-29,M,0.1740989966996905,0.3495731986760043
Agra,PUBLIC INTOXICATION,20-29,X,0.0,0.0
Agra,PUBLIC INTOXICATION,30-39,F,0.2341811050676641,0.3838594213330427
Agra,PUBLIC INTOXICATION,30-39,M,0.12665994442098344,0.17593091605470715
Agra,PUBLIC INTOXICATION,30-39,X,0.0,0.0
Agra,PUBLIC INTOXICATION,40-49,F,0.5357941106390187,0.5479084780640663
Agra,PUBLIC INTOXICATION,40-49,M,0.22928061646393175,0.20914620376992626
Agra,PUBLIC INTOXICATION,40-49,X,0.0,0.0
Agra,PUBLIC INTOXICATION,50-59,F,0.44557846454750355,0.5396799506557833
Agra,PUBLIC INTOXICATION,50-59,M,0.21043298041587477,0.2851114503139001
Agra,PUBLIC INTOXICATION,50-59,X,0.0,0.0
Agra,PUBLIC INTOXICATION,60-69,F,0.1781747742728994,0.5272494094858414
Agra,PUBLIC INTOXICATION,60-69,M,0.08194226159113761,0.21728211840353015
Agra,PUBLIC INTOXICATION,60-69,X,0.0,0.0
Agra,PUBLIC INTOXICATION,70-79,F,0.451539383369219,0.2768083899559978
Agra,PUBLIC INTOXICATION,70-79,M,0.22413165345061628,0.1134355367356327
Agra,PUBLIC INTOXICATION,70-79,X,0.0,0.0
Agra,ROBBERY,10-19,F,0.36059465865814777,0.8204983185191638
Agra,ROBBERY,10-19,M,0.15319313493101452,0.3259355448921468
Agra,ROBBERY,10-19,X,0.0,0.0
Agra,ROBBERY,20-29,F,0.5410217602584153,1.1077505189853472
Agra,ROBBERY,20-29,M,0.20371892579141287,0.47554001617527186
Agra,ROBBERY,20-29,X,0.0,0.0
Agra,ROBBERY,30-39,F,0.2691679724961074,0.5171963382563265
Agra,ROBBERY,30-39,M,0.14586943843123543,0.23194514129379173
Agra,ROBBERY,30-39,X,0.0,0.0
Agra,ROBBERY,40-49,F,0.6293334735911071,0.7727382509889879
Agra,ROBBERY,40-49,M,0.267214456466125,0.2887668938164196
Agra,ROBBERY,40-49,X,0.0,0.0
Agra,ROBBERY,50-59,F,0.5105300830531773,0.7416750111534128
Agra,ROBBERY,50-59,M,0.24137524426168172,0.37794697462616433
Agra,ROBBERY,50-59,X,0.0,0.0
Agra,ROBBERY,60-69,F,0.20454323582328116,0.7421976441837315
Agra,ROBBERY,60-69,M,0.09421739608645607,0.30111277881695125
Agra,ROBBERY,60-69,X,0.0,0.0
Agra,ROBBERY,70-79,F,0.5257492897496421,0.3753722935396888
Agra,ROBBERY,70-79,M,0.25981409246198023,0.152108810160616
Agra,ROBBERY,70-79,X,0.0,0.0
Agra,SEXUAL ASSAULT,10-19,F,0.20432945491514914,0.38168336392441865
Agra,SEXUAL ASSAULT,10-19,M,0.08915940914513748,0.15409698715238862
Agra,SEXUAL ASSAULT,10-19,X,0.0,0.0
Agra,SEXUAL ASSAULT,20-29,F,0.22872700735303825,0.510788844670589
Agra,SEXUAL ASSAULT,20-29,M,0.08623464792661738,0.2228368383759336
Agra,SEXUAL ASSAULT,20-29,X,0.0,0.0
Agra,SEXUAL ASSAULT,30-39,F,0.1278185925206238,0.2538541635004883
Agra,SEXUAL ASSAULT,30-39,M,0.06564616245426194,0.11363218354472891
Agra,SEXUAL ASSAULT,30-39,X,0.0,0.0
Agra,SEXUAL ASSAULT,40-49,F,0.27877990288403437,0.3731253005066467
Agra,SEXUAL ASSAULT,40-49,M,0.11758289789750909,0.140213053155617
Agra,SEXUAL ASSAULT,40-49,X,0.0,0.0
Agra,SEXUAL ASSAULT,50-59,F,0.25704296214539046,0.3584745296285391
Agra,SEXUAL ASSAULT,50-59,M,0.11938344272202632,0.17935509796481927
Agra,SEXUAL ASSAULT,50-59,X,0.0,0.0
Agra,SEXUAL ASSAULT,60-69,F,0.09377534941500008,0.3589022820017817
Agra,SEXUAL ASSAULT,60-69,M,0.042302738696056434,0.14516006901498948
Agra,SEXUAL ASSAULT,60-69,X,0.0,0.0
Agra,SEXUAL ASSAULT,70-79,F,0.22768590524922833,0.18448541892899406
Agra,SEXUAL ASSAULT,70-79,M,0.10993577324460681,0.07554471587377881
Agra,SEXUAL ASSAULT,70-79,X,0.0,0.0
Agra,SHOPLIFTING,10-19,F,0.2578174876681139,0.5111271740934109
Agra,SHOPLIFTING,10-19,M,0.10966678778819933,0.20406128677916704
Agra,SHOPLIFTING,10-19,X,0.0,0.0
Agra,SHOPLIFTING,20-29,F,0.3797111860399371,0.6929066170854077
Agra,SHOPLIFTING,20-29,M,0.14373944903344876,0.30181982812662467
Agra,SHOPLIFTING,20-29,X,0.0,0.0
Agra,SHOPLIFTING,30-39,F,0.1914960218963588,0.3246274961507416
Agra,SHOPLIFTING,30-39,M,0.1038056180936967,0.14670698380769595
Agra,SHOPLIFTING,30-39,X,0.0,0.0
Agra,SHOPLIFTING,40-49,F,0.44284395972491797,0.4810565629204922
Agra,SHOPLIFTING,40-49,M,0.18904230931262217,0.18070130252939223
Agra,SHOPLIFTING,40-49,X,0.0,0.0
Agra,SHOPLIFTING,50-59,F,0.3639522926150712,0.46670390376267873
Agra,SHOPLIFTING,50-59,M,0.1721785874281123,0.2417024031951996
Agra,SHOPLIFTING,50-59,X,0.0,0.0
Agra,SHOPLIFTING,60-69,F,0.14547465370509902,0.4623277964624775
Agra,SHOPLIFTING,60-69,M,0.06705846056138388,0.18847934517660547
Agra,SHOPLIFTING,60-69,X,0.0,0.0
Agra,SHOPLIFTING,70-79,F,0.37167721391563924,0.2344875949085074
Agra,SHOPLIFTING,70-79,M,0.18440123186476903,0.09504685436607038
Agra,SHOPLIFTING,70-79,X,0.0,0.0
Agra,TRAFFIC VIOLATION,10-19,F,0.2543664808670248,0.487562759837738
Agra,TRAFFIC VIOLATION,10-19,M,0.10914038712336417,0.18372683801058537
Agra,TRAFFIC VIOLATION,10-19,X,0.0,0.0
Agra,TRAFFIC VIOLATION,20-29,F,0.2918329858092441,0.6547761547897331
Agra,TRAFFIC VIOLATION,20-29,M,0.11292774716464413,0.2563823399070704
Agra,TRAFFIC VIOLATION,20-29,X,0.0,0.0
Agra,TRAFFIC VIOLATION,30-39,F,0.1737795768364866,0.27172556161194905
Agra,TRAFFIC VIOLATION,30-39,M,0.09025009938779928,0.11694093053006159
Agra,TRAFFIC VIOLATION,30-39,X,0.0,0.0
Agra,TRAFFIC VIOLATION,40-49,F,0.3527970065964702,0.4410927896672557
Agra,TRAFFIC VIOLATION,40-49,M,0.15348951821285367,0.15822212183980522
Agra,TRAFFIC VIOLATION,40-49,X,0.0,0.0
Agra,TRAFFIC VIOLATION,50-59,F,0.339211754179466,0.40357546492390517
Agra,TRAFFIC VIOLATION,50-59,M,0.15698090044942742,0.19377010760054983
Agra,TRAFFIC VIOLATION,50-59,X,0.0,0.0
Agra,TRAFFIC VIOLATION,60-69,F,0.13060263033510078,0.42169234199263633
Agra,TRAFFIC VIOLATION,60-69,M,0.05858186548250985,0.1661975351200847
Agra,TRAFFIC VIOLATION,60-69,X,0.0,0.0
Agra,TRAFFIC VIOLATION,70-79,F,0.30265466492422605,0.19964506250164854
Agra,TRAFFIC VIOLATION,70-79,M,0.14951667418678768,0.0787829842111511
Agra,TRAFFIC VIOLATION,70-79,X,0.0,0.0
Agra,VANDALISM,10-19,F,0.2207675114305815,0.5547346086263485
Agra,VANDALISM,10-19,M,0.09445414341422653,0.21223797530262134
Agra,VANDALISM,10-19,X,0.0,0.0
Agra,VANDALISM,20-29,F,0.3070357432545234,0.7458063369932426
Agra,VANDALISM,20-29,M,0.11694665227740697,0.29947296901269405
