City,crime,Age_Group,Gender,2023,2024
Agra,ILLEGAL POSSESSION,20-29,X,0,1
Agra,ILLEGAL POSSESSION,30-39,F,0,1
Agra,ILLEGAL POSSESSION,30-39,M,0,0
Agra,ILLEGAL POSSESSION,30-39,X,0,0
Agra,ILLEGAL POSSESSION,40-49,F,1,1
Agra,ILLEGAL POSSESSION,40-49,M,0,0
Agra,ILLEGAL POSSESSION,40-49,X,0,0
Agra,ILLEGAL POSSESSION,50-59,F,0,1
Agra,ILLEGAL POSSESSION,50-59,M,0,0
Agra,ILLEGAL POSSESSION,50-59,X,0,0
Agra,ILLEGAL POSSESSION,60-69,F,0,1
Agra,ILLEGAL POSSESSION,60-69,M,0,0
Agra,ILLEGAL POSSESSION,60-69,X,0,0
Agra,ILLEGAL POSSESSION,70-79,F,0,0
Agra,ILLEGAL POSSESSION,70-79,M,0,0
Agra,ILLEGAL POSSESSION,70-79,X,0,0
Agra,KIDNAPPING,10-19,F,0,1
Agra,KIDNAPPING,10-19,M,0,0
Agra,KIDNAPPING,10-19,X,0,1
Agra,KIDNAPPING,20-29,F,1,1
Agra,KIDNAPPING,20-29,M,0,1
Agra,KIDNAPPING,20-29,X,0,1
Agra,KIDNAPPING,30-39,F,0,1
Agra,KIDNAPPING,30-39,M,0,0
Agra,KIDNAPPING,30-39,X,0,0
Agra,KIDNAPPING,40-49,F,1,1
Agra,KIDNAPPING,40-49,M,0,0
Agra,KIDNAPPING,40-49,X,0,0
Agra,KIDNAPPING,50-59,F,1,1
Agra,KIDNAPPING,50-59,M,0,1
Agra,KIDNAPPING,50-59,X,0,1
Agra,KIDNAPPING,60-69,F,0,1
Agra,KIDNAPPING,60-69,M,0,0
Agra,KIDNAPPING,60-69,X,0,0
Agra,KIDNAPPING,70-79,F,1,1
Agra,KIDNAPPING,70-79,M,0,0
Agra,KIDNAPPING,70-79,X,0,0
Agra,PUBLIC INTOXICATION,10-19,F,0,1
Agra,PUBLIC INTOXICATION,10-19,M,0,0
Agra,PUBLIC INTOXICATION,10-19,X,0,0
Agra,PUBLIC INTOXICATION,20-29,F,0,1
Agra,PUBLIC INTOXICATION,20-29,M,0,0
Agra,PUBLIC INTOXICATION,20-29,X,0,0
Agra,PUBLIC INTOXICATION,30-39,F,0,0
Agra,PUBLIC INTOXICATION,30-39,M,0,0
Agra,PUBLIC INTOXICATION,30-39,X,0,0
Agra,PUBLIC INTOXICATION,40-49,F,1,1
Agra,PUBLIC INTOXICATION,40-49,M,0,0
Agra,PUBLIC INTOXICATION,40-49,X,0,0
Agra,PUBLIC INTOXICATION,50-59,F,0,1
Agra,PUBLIC INTOXICATION,50-59,M,0,0
Agra,PUBLIC INTOXICATION,50-59,X,0,0
Agra,PUBLIC INTOXICATION,60-69,F,0,1
Agra,PUBLIC INTOXICATION,60-69,M,0,0
Agra,PUBLIC INTOXICATION,60-69,X,0,0
Agra,PUBLIC INTOXICATION,70-79,F,0,0
Agra,PUBLIC INTOXICATION,70-79,M,0,0
Agra,PUBLIC INTOXICATION,70-79,X,0,0
Agra,ROBBERY,10-19,F,0,1
Agra,ROBBERY,10-19,M,0,0
Agra,ROBBERY,10-19,X,0,0
Agra,ROBBERY,20-29,F,1,1
Agra,ROBBERY,20-29,M,0,0
Agra,ROBBERY,20-29,X,0,1
Agra,ROBBERY,30-39,F,0,1
Agra,ROBBERY,30-39,M,0,0
Agra,ROBBERY,30-39,X,0,0
Agra,ROBBERY,40-49,F,1,1
Agra,ROBBERY,40-49,M,0,0
Agra,ROBBERY,40-49,X,0,0
Agra,ROBBERY,50-59,F,1,1
Agra,ROBBERY,50-59,M,0,0
Agra,ROBBERY,50-59,X,0,0
Agra,ROBBERY,60-69,F,0,1
Agra,ROBBERY,60-69,M,0,0
Agra,ROBBERY,60-69,X,0,0
Agra,ROBBERY,70-79,F,1,0
Agra,ROBBERY,70-79,M,0,0
Agra,ROBBERY,70-79,X,0,0
Agra,SEXUAL ASSAULT,10-19,F,0,0
Agra,SEXUAL ASSAULT,10-19,M,0,0
Agra,SEXUAL ASSAULT,10-19,X,0,0
Agra,SEXUAL ASSAULT,20-29,F,0,1
Agra,SEXUAL ASSAULT,20-29,M,0,0
Agra,SEXUAL ASSAULT,20-29,X,0,0
Agra,SEXUAL ASSAULT,30-39,F,0,0
Agra,SEXUAL ASSAULT,30-39,M,0,0
Agra,SEXUAL ASSAULT,30-39,X,0,0
Agra,SEXUAL ASSAULT,40-49,F,0,0
Agra,SEXUAL ASSAULT,40-49,M,0,0
Agra,SEXUAL ASSAULT,40-49,X,0,0
Agra,SEXUAL ASSAULT,50-59,F,0,0
Agra,SEXUAL ASSAULT,50-59,M,0,0
Agra,SEXUAL ASSAULT,50-59,X,0,0
Agra,SEXUAL ASSAULT,60-69,F,0,0
Agra,SEXUAL ASSAULT,60-69,M,0,0
Agra,SEXUAL ASSAULT,60-69,X,0,0
Agra,SEXUAL ASSAULT,70-79,F,0,0
Agra,SEXUAL ASSAULT,70-79,M,0,0
Agra,SEXUAL ASSAULT,70-79,X,0,0
Agra,SHOPLIFTING,10-19,F,0,1
Agra,SHOPLIFTING,10-19,M,0,0
Agra,SHOPLIFTING,10-19,X,0,0
Agra,SHOPLIFTING,20-29,F,0,1
Agra,SHOPLIFTING,20-29,M,0,0
Agra,SHOPLIFTING,20-29,X,0,0
Agra,SHOPLIFTING,30-39,F,0,0
Agra,SHOPLIFTING,30-39,M,0,0
Agra,SHOPLIFTING,30-39,X,0,0
Agra,SHOPLIFTING,40-49,F,0,0
Agra,SHOPLIFTING,40-49,M,0,0
Agra,SHOPLIFTING,40-49,X,0,0
Agra,SHOPLIFTING,50-59,F,0,0
Agra,SHOPLIFTING,50-59,M,0,0
Agra,SHOPLIFTING,50-59,X,0,0
Agra,SHOPLIFTING,60-69,F,0,0
Agra,SHOPLIFTING,60-69,M,0,0
Agra,SHOPLIFTING,60-69,X,0,0
Agra,SHOPLIFTING,70-79,F,0,0
Agra,SHOPLIFTING,70-79,M,0,0
Agra,SHOPLIFTING,70-79,X,0,0
Agra,TRAFFIC VIOLATION,10-19,F,0,0
Agra,TRAFFIC VIOLATION,10-19,M,0,0
Agra,TRAFFIC VIOLATION,10-19,X,0,0
Agra,TRAFFIC VIOLATION,20-29,F,0,1
Agra,TRAFFIC VIOLATION,20-29,M,0,0
Agra,TRAFFIC VIOLATION,20-29,X,0,0
Agra,TRAFFIC VIOLATION,30-39,F,0,0
Agra,TRAFFIC VIOLATION,30-39,M,0,0
Agra,TRAFFIC VIOLATION,30-39,X,0,0
Agra,TRAFFIC VIOLATION,40-49,F,0,0
Agra,TRAFFIC VIOLATION,40-49,M,0,0
Agra,TRAFFIC VIOLATION,40-49,X,0,0
Agra,TRAFFIC VIOLATION,50-59,F,0,0
Agra,TRAFFIC VIOLATION,50-59,M,0,0
Agra,TRAFFIC VIOLATION,50-59,X,0,0
Agra,TRAFFIC VIOLATION,60-69,F,0,0
Agra,TRAFFIC VIOLATION,60-69,M,0,0
Agra,TRAFFIC VIOLATION,60-69,X,0,0
Agra,TRAFFIC VIOLATION,70-79,F,0,0
Agra,TRAFFIC VIOLATION,70-79,M,0,0
Agra,TRAFFIC VIOLATION,70-79,X,0,0
Agra,VANDALISM,10-19,F,0,1
Agra,VANDALISM,10-19,M,0,0
Agra,VANDALISM,10-19,X,0,0
Agra,VANDALISM,20-29,F,0,1
Agra,VANDALISM,20-29,M,0,0
Agra,VANDALISM,20-29,X,0,0
Agra,VANDALISM,30-39,F,0,0
Agra,VANDALISM,30-39,M,0,0
Agra,VANDALISM,30-39,X,0,0
Agra,VANDALISM,40-49,F,0,1
Agra,VANDALISM,40-49,M,0,0
Agra,VANDALISM,40-49,X,0,0
Agra,VANDALISM,50-59,F,0,0
Agra,VANDALISM,50-59,M,0,0
Agra,VANDALISM,50-59,X,0,0
Agra,VANDALISM,60-69,F,0,0
Agra,VANDALISM,60-69,M,0,0
Agra,VANDALISM,60-69,X,0,0
Agra,VANDALISM,70-79,F,0,0
Agra,VANDALISM,70-79,M,0,0
Agra,VANDALISM,70-79,X,0,0
Agra,VEHICLE - STOLEN,10-19,F,0,1
Agra,VEHICLE - STOLEN,10-19,M,0,1
Agra,VEHICLE - STOLEN,10-19,X,0,1
Agra,VEHICLE - STOLEN,20-29,F,1,2
Agra,VEHICLE - STOLEN,20-29,M,0,1
Agra,VEHICLE - STOLEN,20-29,X,0,1
Agra,VEHICLE - STOLEN,30-39,F,0,1
Agra,VEHICLE - STOLEN,30-39,M,0,0
Agra,VEHICLE - STOLEN,30-39,X,0,0
Agra,VEHICLE - STOLEN,40-49,F,1,1
Agra,VEHICLE - STOLEN,40-49,M,0,0
Agra,VEHICLE - STOLEN,40-49,X,0,1
Agra,VEHICLE - STOLEN,50-59,F,1,1
Agra,VEHICLE - STOLEN,50-59,M,0,1
Agra,VEHICLE - STOLEN,50-59,X,0,1
Agra,VEHICLE - STOLEN,60-69,F,0,1
Agra,VEHICLE - STOLEN,60-69,M,0,0
Agra,VEHICLE - STOLEN,60-69,X,0,1
Agra,VEHICLE - STOLEN,70-79,F,1,1
Agra,VEHICLE - STOLEN,70-79,M,0,0
Agra,VEHICLE - STOLEN,70-79,X,0,0
Ahmedabad,ARSON,10-19,F,0,1
Ahmedabad,ARSON,10-19,M,0,0
Ahmedabad,ARSON,10-19,X,0,0
Ahmedabad,ARSON,20-29,F,1,1
Ahmedabad,ARSON,20-29,M,0,0
Ahmedabad,ARSON,20-29,X,0,0
Ahmedabad,ARSON,30-39,F,1,0
Ahmedabad,ARSON,30-39,M,0,0
Ahmedabad,ARSON,30-39,X,0,0
Ahmedabad,ARSON,40-49,F,1,1
Ahmedabad,ARSON,40-49,M,0,0
Ahmedabad,ARSON,40-49,X,0,0
Ahmedabad,ARSON,50-59,F,1,1
Ahmedabad,ARSON,50-59,M,0,0
Ahmedabad,ARSON,50-59,X,0,0
Ahmedabad,ARSON,60-69,F,1,1
Ahmedabad,ARSON,60-69,M,0,0
Ahmedabad,ARSON,60-69,X,0,0
Ahmedabad,ARSON,70-79,F,1,1
Ahmedabad,ARSON,70-79,M,0,0
Ahmedabad,ARSON,70-79,X,0,0
Ahmedabad,ASSAULT,10-19,F,0,1
Ahmedabad,ASSAULT,10-19,M,0,1
Ahmedabad,ASSAULT,10-19,X,0,1
Ahmedabad,ASSAULT,20-29,F,1,1
Ahmedabad,ASSAULT,20-29,M,1,0
Ahmedabad,ASSAULT,20-29,X,0,0
Ahmedabad,ASSAULT,30-39,F,1,1
Ahmedabad,ASSAULT,30-39,M,0,0
Ahmedabad,ASSAULT,30-39,X,0,0
Ahmedabad,ASSAULT,40-49,F,1,1
Ahmedabad,ASSAULT,40-49,M,0,0
Ahmedabad,ASSAULT,40-49,X,0,0
Ahmedabad,ASSAULT,50-59,F,1,1
Ahmedabad,ASSAULT,50-59,M,0,0
Ahmedabad,ASSAULT,50-59,X,0,0
Ahmedabad,ASSAULT,60-69,F,1,1
Ahmedabad,ASSAULT,60-69,M,0,0
Ahmedabad,ASSAULT,60-69,X,0,0
Ahmedabad,ASSAULT,70-79,F,1,1
Ahmedabad,ASSAULT,70-79,M,0,1
Ahmedabad,ASSAULT,70-79,X,0,1
Ahmedabad,BURGLARY,10-19,F,0,1
Ahmedabad,BURGLARY,10-19,M,0,0
Ahmedabad,BURGLARY,10-19,X,0,0
Ahmedabad,BURGLARY,20-29,F,1,1
Ahmedabad,BURGLARY,20-29,M,0,0
Ahmedabad,BURGLARY,20-29,X,0,0
Ahmedabad,BURGLARY,30-39,F,1,0
Ahmedabad,BURGLARY,30-39,M,0,0
Ahmedabad,BURGLARY,30-39,X,0,0
Ahmedabad,BURGLARY,40-49,F,0,0
Ahmedabad,BURGLARY,40-49,M,0,0
Ahmedabad,BURGLARY,40-49,X,0,0
Ahmedabad,BURGLARY,50-59,F,1,1
Ahmedabad,BURGLARY,50-59,M,0,0
Ahmedabad,BURGLARY,50-59,X,0,0
Ahmedabad,BURGLARY,60-69,F,1,1
Ahmedabad,BURGLARY,60-69,M,0,0
Ahmedabad,BURGLARY,60-69,X,0,0
Ahmedabad,BURGLARY,70-79,F,1,1
Ahmedabad,BURGLARY,70-79,M,0,0
Ahmedabad,BURGLARY,70-79,X,0,0
Ahmedabad,COUNTERFEITING,10-19,F,0,1
Ahmedabad,COUNTERFEITING,10-19,M,0,0
Ahmedabad,COUNTERFEITING,10-19,X,0,0
Ahmedabad,COUNTERFEITING,20-29,F,1,1
Ahmedabad,COUNTERFEITING,20-29,M,0,0
Ahmedabad,COUNTERFEITING,20-29,X,0,0
Ahmedabad,COUNTERFEITING,30-39,F,0,0
Ahmedabad,COUNTERFEITING,30-39,M,0,0
Ahmedabad,COUNTERFEITING,30-39,X,0,0
Ahmedabad,COUNTERFEITING,40-49,F,0,0
Ahmedabad,COUNTERFEITING,40-49,M,0,0
Ahmedabad,COUNTERFEITING,40-49,X,0,0
Ahmedabad,COUNTERFEITING,50-59,F,0,0
Ahmedabad,COUNTERFEITING,50-59,M,0,0
Ahmedabad,COUNTERFEITING,50-59,X,0,0
Ahmedabad,COUNTERFEITING,60-69,F,0,0
Ahmedabad,COUNTERFEITING,60-69,M,0,0
Ahmedabad,COUNTERFEITING,60-69,X,0,0
Ahmedabad,COUNTERFEITING,70-79,F,0,1
Ahmedabad,COUNTERFEITING,70-79,M,0,0
Ahmedabad,COUNTERFEITING,70-79,X,0,0
Ahmedabad,CYBERCRIME,10-19,F,0,1
Ahmedabad,CYBERCRIME,10-19,M,0,0
Ahmedabad,CYBERCRIME,10-19,X,0,0
Ahmedabad,CYBERCRIME,20-29,F,1,1
Ahmedabad,CYBERCRIME,20-29,M,0,0
Ahmedabad,CYBERCRIME,20-29,X,0,0
Ahmedabad,CYBERCRIME,30-39,F,1,0
Ahmedabad,CYBERCRIME,30-39,M,0,0
Ahmedabad,CYBERCRIME,30-39,X,0,0
Ahmedabad,CYBERCRIME,40-49,F,1,1
Ahmedabad,CYBERCRIME,40-49,M,0,0
Ahmedabad,CYBERCRIME,40-49,X,0,0
Ahmedabad,CYBERCRIME,50-59,F,1,1
Ahmedabad,CYBERCRIME,50-59,M,0,0
Ahmedabad,CYBERCRIME,50-59,X,0,0
Ahmedabad,CYBERCRIME,60-69,F,1,1
Ahmedabad,CYBERCRIME,60-69,M,0,0
Ahmedabad,CYBERCRIME,60-69,X,0,0
Ahmedabad,CYBERCRIME,70-79,F,1,1
Ahmedabad,CYBERCRIME,70-79,M,0,0
Ahmedabad,CYBERCRIME,70-79,X,0,0
Ahmedabad,DOMESTIC VIOLENCE,10-19,F,0,0
Ahmedabad,DOMESTIC VIOLENCE,10-19,M,0,0
Ahmedabad,DOMESTIC VIOLENCE,10-19,X,0,0
Ahmedabad,DOMESTIC VIOLENCE,20-29,F,0,0
Ahmedabad,DOMESTIC VIOLENCE,20-29,M,0,0
Ahmedabad,DOMESTIC VIOLENCE,20-29,X,0,0
Ahmedabad,DOMESTIC VIOLENCE,30-39,F,0,0
Ahmedabad,DOMESTIC VIOLENCE,30-39,M,0,0
Ahmedabad,DOMESTIC VIOLENCE,30-39,X,0,0
Ahmedabad,DOMESTIC VIOLENCE,40-49,F,0,0
Ahmedabad,DOMESTIC VIOLENCE,40-49,M,0,0
Ahmedabad,DOMESTIC VIOLENCE,40-49,X,0,0
Ahmedabad,DOMESTIC VIOLENCE,50-59,F,0,0
Ahmedabad,DOMESTIC VIOLENCE,50-59,M,0,0
Ahmedabad,DOMESTIC VIOLENCE,50-59,X,0,0
Ahmedabad,DOMESTIC VIOLENCE,60-69,F,0,0
Ahmedabad,DOMESTIC VIOLENCE,60-69,M,0,0
Ahmedabad,DOMESTIC VIOLENCE,60-69,X,0,0
Ahmedabad,DOMESTIC VIOLENCE,70-79,F,0,0
Ahmedabad,DOMESTIC VIOLENCE,70-79,M,0,0
Ahmedabad,DOMESTIC VIOLENCE,70-79,X,0,0
